student_id,track_name,date_enrolled,date_completed,days_for_completion,track_completed,student_track_id,completion_bucket
294803,"Data Scientist",2022-10-15,NULL,NULL,0,54,NULL
294800,"Data Analyst",2022-10-15,NULL,NULL,0,55,NULL
294792,"Data Analyst",2022-10-15,NULL,NULL,0,56,NULL
294787,"Data Scientist",2022-10-15,NULL,NULL,0,57,NULL
294771,"Data Analyst",2022-10-16,NULL,NULL,0,58,NULL
294727,"Data Scientist",2022-10-14,NULL,NULL,0,59,NULL
294727,"Business Analyst",2022-10-14,NULL,NULL,0,60,NULL
294715,"Data Scientist",2022-10-14,NULL,NULL,0,61,NULL
294707,"Data Analyst",2022-10-14,NULL,NULL,0,62,NULL
294706,"Data Scientist",2022-10-14,NULL,NULL,0,63,NULL
294663,"Data Scientist",2022-10-14,NULL,NULL,0,64,NULL
294659,"Data Analyst",2022-10-14,NULL,NULL,0,65,NULL
294649,"Data Scientist",2022-10-14,NULL,NULL,0,66,NULL
294647,"Data Analyst",2022-10-14,NULL,NULL,0,67,NULL
294630,"Business Analyst",2022-10-13,NULL,NULL,0,68,NULL
294629,"Data Scientist",2022-10-13,NULL,NULL,0,69,NULL
294540,"Data Scientist",2022-10-18,NULL,NULL,0,70,NULL
294540,"Data Analyst",2022-10-17,NULL,NULL,0,71,NULL
294540,"Business Analyst",2022-10-18,NULL,NULL,0,72,NULL
294523,"Business Analyst",2022-10-13,NULL,NULL,0,73,NULL
294521,"Data Scientist",2022-10-16,NULL,NULL,0,74,NULL
294483,"Data Analyst",2022-10-13,NULL,NULL,0,75,NULL
294438,"Data Scientist",2022-10-12,NULL,NULL,0,76,NULL
294429,"Data Scientist",2022-10-19,NULL,NULL,0,77,NULL
294413,"Data Analyst",2022-10-12,NULL,NULL,0,78,NULL
294403,"Data Scientist",2022-10-12,NULL,NULL,0,79,NULL
294400,"Data Analyst",2022-10-12,NULL,NULL,0,80,NULL
294387,"Data Analyst",2022-10-17,NULL,NULL,0,81,NULL
294378,"Data Scientist",2022-10-12,NULL,NULL,0,82,NULL
294371,"Data Scientist",2022-10-12,NULL,NULL,0,83,NULL
294354,"Business Analyst",2022-10-12,NULL,NULL,0,84,NULL
294347,"Data Analyst",2022-10-12,NULL,NULL,0,85,NULL
294316,"Business Analyst",2022-10-11,NULL,NULL,0,86,NULL
294309,"Data Scientist",2022-10-11,NULL,NULL,0,87,NULL
294281,"Data Scientist",2022-10-11,NULL,NULL,0,88,NULL
294280,"Data Scientist",2022-10-11,NULL,NULL,0,89,NULL
294253,"Data Analyst",2022-10-11,NULL,NULL,0,90,NULL
294248,"Data Scientist",2022-10-11,NULL,NULL,0,91,NULL
294245,"Data Scientist",2022-10-11,NULL,NULL,0,92,NULL
294241,"Business Analyst",2022-10-11,NULL,NULL,0,93,NULL
294230,"Business Analyst",2022-10-11,NULL,NULL,0,94,NULL
294227,"Data Analyst",2022-10-17,NULL,NULL,0,95,NULL
294225,"Data Scientist",2022-10-11,NULL,NULL,0,96,NULL
294218,"Business Analyst",2022-10-17,NULL,NULL,0,97,NULL
294199,"Data Analyst",2022-10-11,NULL,NULL,0,98,NULL
294193,"Data Scientist",2022-10-17,NULL,NULL,0,99,NULL
294190,"Business Analyst",2022-10-11,NULL,NULL,0,100,NULL
294142,"Data Analyst",2022-10-11,NULL,NULL,0,101,NULL
294131,"Data Scientist",2022-10-10,NULL,NULL,0,102,NULL
294130,"Data Analyst",2022-10-10,NULL,NULL,0,103,NULL
294122,"Business Analyst",2022-10-11,NULL,NULL,0,104,NULL
294104,"Business Analyst",2022-10-20,NULL,NULL,0,105,NULL
294099,"Data Analyst",2022-10-10,NULL,NULL,0,106,NULL
294094,"Data Scientist",2022-10-10,NULL,NULL,0,107,NULL
294061,"Data Analyst",2022-10-10,NULL,NULL,0,108,NULL
294043,"Data Scientist",2022-10-20,NULL,NULL,0,109,NULL
294043,"Data Analyst",2022-10-19,NULL,NULL,0,110,NULL
294043,"Business Analyst",2022-10-20,NULL,NULL,0,111,NULL
294037,"Data Analyst",2022-10-11,NULL,NULL,0,112,NULL
294035,"Data Analyst",2022-10-20,NULL,NULL,0,113,NULL
294032,"Business Analyst",2022-10-10,NULL,NULL,0,114,NULL
294028,"Business Analyst",2022-10-16,NULL,NULL,0,115,NULL
294025,"Data Scientist",2022-10-10,NULL,NULL,0,116,NULL
294025,"Data Analyst",2022-10-10,NULL,NULL,0,117,NULL
294025,"Business Analyst",2022-10-10,NULL,NULL,0,118,NULL
294022,"Data Analyst",2022-10-10,NULL,NULL,0,119,NULL
294015,"Data Scientist",2022-10-10,NULL,NULL,0,120,NULL
294006,"Data Scientist",2022-10-10,NULL,NULL,0,121,NULL
293983,"Data Analyst",2022-10-09,NULL,NULL,0,122,NULL
293979,"Data Analyst",2022-10-09,NULL,NULL,0,123,NULL
293976,"Data Scientist",2022-10-09,NULL,NULL,0,124,NULL
293965,"Business Analyst",2022-10-10,NULL,NULL,0,125,NULL
293962,"Data Scientist",2022-10-09,NULL,NULL,0,126,NULL
293951,"Data Scientist",2022-10-11,NULL,NULL,0,127,NULL
293936,"Data Analyst",2022-10-14,NULL,NULL,0,128,NULL
293926,"Data Scientist",2022-10-09,NULL,NULL,0,129,NULL
293891,"Data Analyst",2022-10-09,NULL,NULL,0,130,NULL
293857,"Data Analyst",2022-10-08,NULL,NULL,0,131,NULL
293852,"Data Scientist",2022-10-13,NULL,NULL,0,132,NULL
293838,"Data Scientist",2022-10-08,NULL,NULL,0,133,NULL
293834,"Data Analyst",2022-10-08,NULL,NULL,0,134,NULL
293826,"Business Analyst",2022-10-08,NULL,NULL,0,135,NULL
293815,"Data Scientist",2022-10-08,NULL,NULL,0,136,NULL
293812,"Data Analyst",2022-10-08,NULL,NULL,0,137,NULL
293742,"Data Analyst",2022-10-07,NULL,NULL,0,138,NULL
293736,"Data Scientist",2022-10-07,NULL,NULL,0,139,NULL
293732,"Data Analyst",2022-10-07,NULL,NULL,0,140,NULL
293713,"Data Scientist",2022-10-09,NULL,NULL,0,141,NULL
293682,"Data Analyst",2022-10-08,NULL,NULL,0,142,NULL
293671,"Business Analyst",2022-10-07,NULL,NULL,0,143,NULL
293664,"Data Scientist",2022-10-07,NULL,NULL,0,144,NULL
293626,"Data Scientist",2022-10-07,NULL,NULL,0,145,NULL
293593,"Data Scientist",2022-10-06,NULL,NULL,0,146,NULL
293592,"Data Scientist",2022-10-14,NULL,NULL,0,147,NULL
293579,"Data Scientist",2022-10-06,NULL,NULL,0,148,NULL
293570,"Business Analyst",2022-10-13,NULL,NULL,0,149,NULL
293564,"Business Analyst",2022-10-16,NULL,NULL,0,150,NULL
293561,"Data Analyst",2022-10-06,NULL,NULL,0,151,NULL
293557,"Data Scientist",2022-10-06,NULL,NULL,0,152,NULL
293547,"Data Scientist",2022-10-06,NULL,NULL,0,153,NULL
293541,"Data Analyst",2022-10-13,NULL,NULL,0,154,NULL
293511,"Data Scientist",2022-10-06,NULL,NULL,0,155,NULL
293507,"Data Scientist",2022-10-06,NULL,NULL,0,156,NULL
293495,"Data Scientist",2022-10-06,NULL,NULL,0,157,NULL
293486,"Data Scientist",2022-10-06,NULL,NULL,0,158,NULL
293481,"Data Scientist",2022-10-06,NULL,NULL,0,159,NULL
293469,"Data Analyst",2022-10-06,NULL,NULL,0,160,NULL
293465,"Business Analyst",2022-10-05,NULL,NULL,0,161,NULL
293447,"Data Scientist",2022-10-05,NULL,NULL,0,162,NULL
293431,"Data Scientist",2022-10-05,NULL,NULL,0,163,NULL
293427,"Data Analyst",2022-10-05,NULL,NULL,0,164,NULL
293407,"Data Scientist",2022-10-05,NULL,NULL,0,165,NULL
293395,"Data Analyst",2022-10-05,NULL,NULL,0,166,NULL
293381,"Data Scientist",2022-10-09,NULL,NULL,0,167,NULL
293370,"Data Scientist",2022-10-05,NULL,NULL,0,168,NULL
293367,"Data Analyst",2022-10-05,NULL,NULL,0,169,NULL
293341,"Business Analyst",2022-10-05,NULL,NULL,0,170,NULL
293332,"Business Analyst",2022-10-05,NULL,NULL,0,171,NULL
293330,"Data Scientist",2022-10-05,NULL,NULL,0,172,NULL
293324,"Data Analyst",2022-10-05,NULL,NULL,0,173,NULL
293315,"Data Scientist",2022-10-05,NULL,NULL,0,174,NULL
293311,"Data Scientist",2022-10-06,NULL,NULL,0,175,NULL
293303,"Data Scientist",2022-10-04,NULL,NULL,0,176,NULL
293303,"Data Analyst",2022-10-08,NULL,NULL,0,177,NULL
293282,"Data Scientist",2022-10-04,NULL,NULL,0,178,NULL
293273,"Data Scientist",2022-10-04,NULL,NULL,0,179,NULL
293248,"Data Analyst",2022-10-11,NULL,NULL,0,180,NULL
293241,"Data Analyst",2022-10-10,NULL,NULL,0,181,NULL
293236,"Data Analyst",2022-10-05,NULL,NULL,0,182,NULL
293233,"Data Analyst",2022-10-04,NULL,NULL,0,183,NULL
293216,"Data Analyst",2022-10-05,NULL,NULL,0,184,NULL
293214,"Data Scientist",2022-10-05,NULL,NULL,0,185,NULL
293194,"Data Scientist",2022-10-04,NULL,NULL,0,186,NULL
293192,"Business Analyst",2022-10-04,NULL,NULL,0,187,NULL
293156,"Data Scientist",2022-10-04,NULL,NULL,0,188,NULL
293148,"Business Analyst",2022-10-03,NULL,NULL,0,189,NULL
293132,"Business Analyst",2022-10-05,NULL,NULL,0,190,NULL
293095,"Business Analyst",2022-10-04,NULL,NULL,0,191,NULL
293083,"Data Scientist",2022-10-07,NULL,NULL,0,192,NULL
293083,"Data Analyst",2022-10-12,NULL,NULL,0,193,NULL
293083,"Business Analyst",2022-10-17,NULL,NULL,0,194,NULL
293073,"Data Scientist",2022-10-03,NULL,NULL,0,195,NULL
293071,"Data Analyst",2022-10-03,NULL,NULL,0,196,NULL
293067,"Business Analyst",2022-10-03,NULL,NULL,0,197,NULL
293062,"Data Scientist",2022-10-03,NULL,NULL,0,198,NULL
293058,"Data Scientist",2022-10-03,NULL,NULL,0,199,NULL
293045,"Data Scientist",2022-10-03,NULL,NULL,0,200,NULL
293038,"Data Scientist",2022-10-03,NULL,NULL,0,201,NULL
293035,"Data Scientist",2022-10-03,NULL,NULL,0,202,NULL
293015,"Business Analyst",2022-10-02,NULL,NULL,0,203,NULL
293013,"Business Analyst",2022-10-17,NULL,NULL,0,204,NULL
293002,"Business Analyst",2022-10-07,NULL,NULL,0,205,NULL
292992,"Data Scientist",2022-10-13,NULL,NULL,0,206,NULL
292983,"Data Analyst",2022-10-02,NULL,NULL,0,207,NULL
292973,"Data Scientist",2022-10-02,NULL,NULL,0,208,NULL
292972,"Data Analyst",2022-10-02,NULL,NULL,0,209,NULL
292967,"Data Analyst",2022-10-03,NULL,NULL,0,210,NULL
292967,"Business Analyst",2022-10-03,NULL,NULL,0,211,NULL
292965,"Data Scientist",2022-10-02,NULL,NULL,0,212,NULL
292961,"Data Analyst",2022-10-02,NULL,NULL,0,213,NULL
292939,"Data Scientist",2022-10-02,NULL,NULL,0,214,NULL
292935,"Data Scientist",2022-10-02,NULL,NULL,0,215,NULL
292934,"Data Scientist",2022-10-02,NULL,NULL,0,216,NULL
292931,"Data Scientist",2022-10-02,NULL,NULL,0,217,NULL
292928,"Business Analyst",2022-10-02,NULL,NULL,0,218,NULL
292924,"Data Scientist",2022-10-14,NULL,NULL,0,219,NULL
292915,"Business Analyst",2022-10-02,NULL,NULL,0,220,NULL
292862,"Data Scientist",2022-10-02,NULL,NULL,0,221,NULL
292845,"Business Analyst",2022-10-07,NULL,NULL,0,222,NULL
292836,"Data Analyst",2022-10-01,NULL,NULL,0,223,NULL
292830,"Data Analyst",2022-10-02,NULL,NULL,0,224,NULL
292810,"Data Analyst",2022-10-01,NULL,NULL,0,225,NULL
292784,"Data Analyst",2022-10-01,NULL,NULL,0,226,NULL
292783,"Data Scientist",2022-10-01,NULL,NULL,0,227,NULL
292774,"Data Analyst",2022-10-01,2022-11-01,31,1,228,"31 - 60 days"
292765,"Data Scientist",2022-09-30,NULL,NULL,0,229,NULL
292764,"Business Analyst",2022-09-30,NULL,NULL,0,230,NULL
292757,"Business Analyst",2022-10-12,NULL,NULL,0,231,NULL
292724,"Data Analyst",2022-09-30,NULL,NULL,0,232,NULL
292699,"Data Scientist",2022-09-30,NULL,NULL,0,233,NULL
292672,"Data Scientist",2022-09-30,NULL,NULL,0,234,NULL
292671,"Data Analyst",2022-09-30,NULL,NULL,0,235,NULL
292668,"Data Scientist",2022-10-05,NULL,NULL,0,236,NULL
292657,"Data Scientist",2022-09-30,NULL,NULL,0,237,NULL
292657,"Data Analyst",2022-09-30,NULL,NULL,0,238,NULL
292642,"Data Scientist",2022-09-30,NULL,NULL,0,239,NULL
292640,"Data Scientist",2022-10-03,NULL,NULL,0,240,NULL
292628,"Business Analyst",2022-10-01,NULL,NULL,0,241,NULL
292624,"Data Scientist",2022-09-30,NULL,NULL,0,242,NULL
292615,"Business Analyst",2022-09-29,NULL,NULL,0,243,NULL
292611,"Data Scientist",2022-10-04,NULL,NULL,0,244,NULL
292606,"Data Scientist",2022-09-29,NULL,NULL,0,245,NULL
292595,"Data Scientist",2022-09-29,NULL,NULL,0,246,NULL
292589,"Data Scientist",2022-09-29,NULL,NULL,0,247,NULL
292587,"Data Scientist",2022-09-29,NULL,NULL,0,248,NULL
292578,"Data Scientist",2022-09-30,NULL,NULL,0,249,NULL
292576,"Data Scientist",2022-10-02,NULL,NULL,0,250,NULL
292572,"Data Analyst",2022-09-29,NULL,NULL,0,251,NULL
292566,"Data Scientist",2022-10-06,NULL,NULL,0,252,NULL
292561,"Business Analyst",2022-10-10,NULL,NULL,0,253,NULL
292531,"Data Scientist",2022-09-29,NULL,NULL,0,254,NULL
292499,"Data Analyst",2022-10-15,NULL,NULL,0,255,NULL
292498,"Data Scientist",2022-10-02,NULL,NULL,0,256,NULL
292496,"Data Scientist",2022-10-14,NULL,NULL,0,257,NULL
292491,"Data Scientist",2022-09-30,NULL,NULL,0,258,NULL
292486,"Data Scientist",2022-09-29,NULL,NULL,0,259,NULL
292486,"Data Analyst",2022-10-10,NULL,NULL,0,260,NULL
292473,"Data Scientist",2022-10-04,NULL,NULL,0,261,NULL
292462,"Data Analyst",2022-10-10,NULL,NULL,0,262,NULL
292447,"Data Scientist",2022-10-04,NULL,NULL,0,263,NULL
292441,"Business Analyst",2022-09-28,NULL,NULL,0,264,NULL
292436,"Business Analyst",2022-10-10,NULL,NULL,0,265,NULL
292421,"Business Analyst",2022-09-28,NULL,NULL,0,266,NULL
292406,"Data Scientist",2022-09-28,NULL,NULL,0,267,NULL
292404,"Business Analyst",2022-09-28,NULL,NULL,0,268,NULL
292388,"Data Scientist",2022-09-28,NULL,NULL,0,269,NULL
292385,"Data Analyst",2022-09-29,NULL,NULL,0,270,NULL
292377,"Data Scientist",2022-09-28,NULL,NULL,0,271,NULL
292374,"Data Scientist",2022-09-28,NULL,NULL,0,272,NULL
292374,"Data Analyst",2022-09-28,NULL,NULL,0,273,NULL
292365,"Data Scientist",2022-09-27,NULL,NULL,0,274,NULL
292311,"Data Scientist",2022-10-10,NULL,NULL,0,275,NULL
292182,"Business Analyst",2022-10-01,NULL,NULL,0,276,NULL
292181,"Business Analyst",2022-10-11,NULL,NULL,0,277,NULL
292177,"Data Scientist",2022-10-17,NULL,NULL,0,278,NULL
292170,"Data Scientist",2022-09-27,NULL,NULL,0,279,NULL
292151,"Business Analyst",2022-10-06,2022-10-28,22,1,280,"8 - 30 days"
292133,"Data Scientist",2022-09-28,NULL,NULL,0,281,NULL
292121,"Data Analyst",2022-10-01,NULL,NULL,0,282,NULL
292115,"Data Scientist",2022-09-26,NULL,NULL,0,283,NULL
292104,"Business Analyst",2022-10-18,NULL,NULL,0,284,NULL
292101,"Data Scientist",2022-09-27,NULL,NULL,0,285,NULL
292086,"Data Analyst",2022-09-27,NULL,NULL,0,286,NULL
292066,"Data Analyst",2022-09-26,NULL,NULL,0,287,NULL
292039,"Data Scientist",2022-09-25,NULL,NULL,0,288,NULL
292028,"Data Analyst",2022-09-25,NULL,NULL,0,289,NULL
292022,"Data Analyst",2022-10-18,NULL,NULL,0,290,NULL
292021,"Data Analyst",2022-09-25,NULL,NULL,0,291,NULL
292020,"Data Scientist",2022-09-25,NULL,NULL,0,292,NULL
292008,"Data Analyst",2022-09-25,NULL,NULL,0,293,NULL
292000,"Data Analyst",2022-09-26,NULL,NULL,0,294,NULL
291996,"Data Scientist",2022-09-25,NULL,NULL,0,295,NULL
291993,"Data Analyst",2022-09-25,NULL,NULL,0,296,NULL
291980,"Data Scientist",2022-09-25,NULL,NULL,0,297,NULL
291977,"Data Analyst",2022-09-25,NULL,NULL,0,298,NULL
291977,"Business Analyst",2022-09-25,NULL,NULL,0,299,NULL
291976,"Data Scientist",2022-10-01,NULL,NULL,0,300,NULL
291963,"Business Analyst",2022-09-24,NULL,NULL,0,301,NULL
291959,"Data Analyst",2022-09-24,NULL,NULL,0,302,NULL
291957,"Data Analyst",2022-09-24,NULL,NULL,0,303,NULL
291949,"Data Scientist",2022-09-24,NULL,NULL,0,304,NULL
291945,"Business Analyst",2022-09-25,NULL,NULL,0,305,NULL
291940,"Data Scientist",2022-09-27,NULL,NULL,0,306,NULL
291934,"Business Analyst",2022-09-24,NULL,NULL,0,307,NULL
291919,"Data Analyst",2022-09-24,NULL,NULL,0,308,NULL
291917,"Data Scientist",2022-09-24,NULL,NULL,0,309,NULL
291915,"Data Scientist",2022-09-24,NULL,NULL,0,310,NULL
291912,"Data Scientist",2022-09-25,NULL,NULL,0,311,NULL
291891,"Data Scientist",2022-09-24,NULL,NULL,0,312,NULL
291875,"Data Analyst",2022-10-14,NULL,NULL,0,313,NULL
291868,"Data Scientist",2022-09-29,NULL,NULL,0,314,NULL
291852,"Data Analyst",2022-09-23,NULL,NULL,0,315,NULL
291837,"Data Analyst",2022-09-23,NULL,NULL,0,316,NULL
291831,"Data Scientist",2022-09-25,NULL,NULL,0,317,NULL
291831,"Data Analyst",2022-10-10,NULL,NULL,0,318,NULL
291831,"Business Analyst",2022-09-25,NULL,NULL,0,319,NULL
291830,"Data Scientist",2022-09-26,NULL,NULL,0,320,NULL
291829,"Data Scientist",2022-09-26,NULL,NULL,0,321,NULL
291827,"Data Scientist",2022-09-23,NULL,NULL,0,322,NULL
291823,"Data Analyst",2022-09-25,NULL,NULL,0,323,NULL
291791,"Data Scientist",2022-09-23,NULL,NULL,0,324,NULL
291789,"Data Scientist",2022-09-23,NULL,NULL,0,325,NULL
291789,"Business Analyst",2022-10-11,NULL,NULL,0,326,NULL
291769,"Data Scientist",2022-09-24,NULL,NULL,0,327,NULL
291769,"Data Analyst",2022-09-24,NULL,NULL,0,328,NULL
291769,"Business Analyst",2022-09-24,NULL,NULL,0,329,NULL
291759,"Data Scientist",2022-09-23,NULL,NULL,0,330,NULL
291753,"Business Analyst",2022-09-22,NULL,NULL,0,331,NULL
291750,"Data Scientist",2022-09-22,NULL,NULL,0,332,NULL
291744,"Data Scientist",2022-09-30,NULL,NULL,0,333,NULL
291743,"Data Scientist",2022-09-23,NULL,NULL,0,334,NULL
291738,"Data Scientist",2022-09-22,NULL,NULL,0,335,NULL
291735,"Business Analyst",2022-09-22,NULL,NULL,0,336,NULL
291730,"Data Scientist",2022-09-22,NULL,NULL,0,337,NULL
291728,"Data Scientist",2022-09-22,NULL,NULL,0,338,NULL
291723,"Data Analyst",2022-10-19,NULL,NULL,0,339,NULL
291713,"Business Analyst",2022-09-22,NULL,NULL,0,340,NULL
291711,"Data Analyst",2022-09-22,NULL,NULL,0,341,NULL
291710,"Data Scientist",2022-09-22,NULL,NULL,0,342,NULL
291706,"Data Scientist",2022-09-25,NULL,NULL,0,343,NULL
291706,"Data Analyst",2022-09-22,NULL,NULL,0,344,NULL
291706,"Business Analyst",2022-09-28,NULL,NULL,0,345,NULL
291701,"Data Scientist",2022-10-11,NULL,NULL,0,346,NULL
291699,"Data Analyst",2022-10-10,NULL,NULL,0,347,NULL
291699,"Business Analyst",2022-10-11,NULL,NULL,0,348,NULL
291698,"Data Analyst",2022-10-11,NULL,NULL,0,349,NULL
291698,"Business Analyst",2022-10-11,NULL,NULL,0,350,NULL
291688,"Data Analyst",2022-10-20,NULL,NULL,0,351,NULL
291686,"Data Analyst",2022-10-20,NULL,NULL,0,352,NULL
291679,"Data Scientist",2022-09-22,NULL,NULL,0,353,NULL
291678,"Business Analyst",2022-10-18,NULL,NULL,0,354,NULL
291675,"Data Analyst",2022-09-25,NULL,NULL,0,355,NULL
291674,"Data Analyst",2022-10-11,NULL,NULL,0,356,NULL
291671,"Data Analyst",2022-10-12,NULL,NULL,0,357,NULL
291665,"Business Analyst",2022-10-10,NULL,NULL,0,358,NULL
291655,"Data Analyst",2022-10-04,NULL,NULL,0,359,NULL
291653,"Data Analyst",2022-10-16,NULL,NULL,0,360,NULL
291649,"Data Analyst",2022-10-05,NULL,NULL,0,361,NULL
291641,"Data Scientist",2022-09-22,NULL,NULL,0,362,NULL
291632,"Business Analyst",2022-10-17,2022-11-16,30,1,363,"8 - 30 days"
291626,"Data Scientist",2022-09-24,NULL,NULL,0,364,NULL
291625,"Data Analyst",2022-10-16,NULL,NULL,0,365,NULL
291617,"Data Scientist",2022-09-22,NULL,NULL,0,366,NULL
291617,"Data Analyst",2022-09-22,NULL,NULL,0,367,NULL
291617,"Business Analyst",2022-09-22,NULL,NULL,0,368,NULL
291587,"Data Scientist",2022-09-21,NULL,NULL,0,369,NULL
291577,"Data Analyst",2022-09-21,NULL,NULL,0,370,NULL
291576,"Data Analyst",2022-09-21,NULL,NULL,0,371,NULL
291568,"Data Analyst",2022-09-21,NULL,NULL,0,372,NULL
291566,"Data Scientist",2022-09-30,NULL,NULL,0,373,NULL
291566,"Business Analyst",2022-10-13,NULL,NULL,0,374,NULL
291565,"Business Analyst",2022-09-21,NULL,NULL,0,375,NULL
291511,"Data Analyst",2022-09-21,NULL,NULL,0,376,NULL
291504,"Data Analyst",2022-09-22,NULL,NULL,0,377,NULL
291487,"Data Scientist",2022-09-24,NULL,NULL,0,378,NULL
291474,"Data Scientist",2022-09-20,NULL,NULL,0,379,NULL
291470,"Data Scientist",2022-09-24,NULL,NULL,0,380,NULL
291452,"Data Analyst",2022-09-20,NULL,NULL,0,381,NULL
291436,"Data Scientist",2022-09-26,NULL,NULL,0,382,NULL
291425,"Data Scientist",2022-09-23,NULL,NULL,0,383,NULL
291425,"Data Analyst",2022-09-24,NULL,NULL,0,384,NULL
291423,"Data Analyst",2022-09-20,NULL,NULL,0,385,NULL
291410,"Data Analyst",2022-09-20,NULL,NULL,0,386,NULL
291404,"Data Analyst",2022-10-18,NULL,NULL,0,387,NULL
291382,"Data Scientist",2022-09-20,NULL,NULL,0,388,NULL
291377,"Data Analyst",2022-10-02,NULL,NULL,0,389,NULL
291377,"Business Analyst",2022-10-03,NULL,NULL,0,390,NULL
291347,"Data Analyst",2022-09-20,NULL,NULL,0,391,NULL
291320,"Data Scientist",2022-09-19,NULL,NULL,0,392,NULL
291318,"Business Analyst",2022-09-19,NULL,NULL,0,393,NULL
291316,"Business Analyst",2022-09-19,NULL,NULL,0,394,NULL
291308,"Business Analyst",2022-09-19,NULL,NULL,0,395,NULL
291290,"Data Scientist",2022-09-22,NULL,NULL,0,396,NULL
291282,"Data Analyst",2022-09-19,NULL,NULL,0,397,NULL
291244,"Data Analyst",2022-10-07,NULL,NULL,0,398,NULL
291234,"Data Analyst",2022-09-20,NULL,NULL,0,399,NULL
291230,"Data Scientist",2022-09-19,NULL,NULL,0,400,NULL
291228,"Data Analyst",2022-09-19,NULL,NULL,0,401,NULL
291224,"Data Scientist",2022-09-18,NULL,NULL,0,402,NULL
291202,"Data Scientist",2022-09-18,NULL,NULL,0,403,NULL
291192,"Data Scientist",2022-09-18,NULL,NULL,0,404,NULL
291183,"Data Analyst",2022-10-20,NULL,NULL,0,405,NULL
291180,"Data Analyst",2022-09-18,NULL,NULL,0,406,NULL
291173,"Data Scientist",2022-09-18,NULL,NULL,0,407,NULL
291132,"Data Scientist",2022-09-18,NULL,NULL,0,408,NULL
